topic,ask_type,count
Antimycobacterial drugs,other,1
Antineoplastic Agents,drug_of_choice,3
Antineoplastic Agents,mechanism,2
Antineoplastic Agents,other,2
Antineoplastic Drugs,drug_of_choice,2
Antineoplastic Drugs,mechanism,2
Antineoplastic Drugs,management,1
Antineoplastic Drugs,other,1
Antineoplastic agents,drug_of_choice,2
Antineoplastic agents,other,2
Antineoplastic agents,mechanism,1
Antineoplastic drugs,mechanism,2
Antineoplastic drugs,management,1
Antineoplastic drugs,other,1
Antioxidants,mechanism,6
Antioxidants,other,4
Antiparasitic Agents,drug_of_choice,1
Antiparasitic Drugs,drug_of_choice,3
Antiparasitic drugs,drug_of_choice,1
Antiparkinson Drugs,mechanism,1
Antiparkinson drugs,drug_of_choice,1
Antiparkinson drugs,mechanism,1
Antiparkinsonian Drugs,other,1
Antiparkinsonian drugs,other,1
Antiphospholipid Syndrome,management,1
Antiplatelet Agents,mechanism,3
Antiplatelet Agents,management,2
Antiplatelet Agents,other,1
Antiplatelet Drugs,mechanism,5
Antiplatelet Drugs,other,3
Antiplatelet agents,mechanism,3
Antiplatelet agents,management,1
Antiplatelet agents,other,1
Antiplatelet drugs,mechanism,5
Antiplatelet drugs,other,2
Antiprotozoal Drugs,drug_of_choice,3
Antiprotozoal drugs,drug_of_choice,3
Antiprotozoal drugs,other,2
Antipsychotic Drugs,other,7
Antipsychotic Drugs,drug_of_choice,1
Antipsychotic Drugs,mechanism,1
Antipsychotic Side Effects,management,1
Antipsychotic Side Effects,other,1
Antipsychotic drugs,other,9
Antipsychotic drugs,drug_of_choice,3
Antipsychotic drugs,management,1
Antipsychotic drugs,mechanism,1
Antipsychotic side effects,other,1
Antipsychotics,other,10
Antipsychotics,mechanism,5
Antipsychotics,drug_of_choice,4
Antipsychotics,diagnosis,1
Antipsychotics,management,1
Antiretroviral Drugs,other,3
Antiretroviral Drugs,drug_of_choice,1
Antiretroviral Drugs,management,1
Antiretroviral Therapy,epidemiology,1
Antiretroviral Therapy,management,1
Antiretroviral Therapy (ART),drug_of_choice,1
Antiretroviral Therapy (Art),drug_of_choice,1
Antiretroviral drugs,other,3
Antiretroviral therapy,management,2
Antiretroviral therapy,drug_of_choice,1
Antiretroviral therapy,epidemiology,1
Antiretroviral therapy,mechanism,1
Antiseptics And Disinfectants,mechanism,2
Antiseptics And Disinfectants,other,1
Antiseptics and Disinfectants,mechanism,2
Antiseptics and disinfectants,other,1
Antispasticity Agents,drug_of_choice,1
Antispasticity agents,drug_of_choice,1
Antithyroid Drugs,drug_of_choice,2
Antithyroid Drugs,other,2
Antithyroid Drugs,management,1
Antithyroid Drugs,mechanism,1
Antithyroid drugs,other,2
Antithyroid drugs,drug_of_choice,1
Antithyroid drugs,mechanism,1
Antitoxins,drug_of_choice,1
Antitubercular Drug Toxicity,mechanism,1
Antitubercular Drugs,mechanism,3
Antitubercular Drugs,other,3
Antitubercular Drugs,drug_of_choice,2
Antitubercular Drugs,management,2
Antitubercular Drugs And Oral Contraceptive Pills (Ocps) Interaction,other,1
Antitubercular Therapy,management,1
Antitubercular drug toxicity,mechanism,1
Antitubercular drugs,mechanism,4
Antitubercular drugs,other,3
Antitubercular drugs,drug_of_choice,1
Antitubercular drugs,management,1
Antitubercular therapy,mechanism,1
Antiulcer Drugs,drug_of_choice,2
Antiulcer Drugs,other,2
Antiulcer drugs,other,3
Antiulcer drugs,drug_of_choice,2
Antiviral Agents,other,4
Antiviral Agents,drug_of_choice,2
Antiviral Agents,management,1
Antiviral Agents,mechanism,1
Antiviral Drugs,drug_of_choice,3
Antiviral Drugs,mechanism,2
Antiviral Pharmacology,drug_of_choice,1
Antiviral Pharmacology,mechanism,1
Antiviral Therapy,drug_of_choice,1
Antiviral agents,drug_of_choice,2
Antiviral agents,other,2
Antiviral agents,management,1
Antiviral agents,mechanism,1
Antiviral drugs,drug_of_choice,2
Antiviral therapy,drug_of_choice,1
Antiviral therapy,management,1
Antivirals,drug_of_choice,1
Antivirals,management,1
Anxiety & OCD,diagnosis,14
Anxiety & OCD,drug_of_choice,4
Anxiety & OCD,other,4
Anxiety & OCD,epidemiology,1
Anxiolytics,mechanism,3
Aortic Aneurysm,diagnosis,1
Aortic Aneurysm,epidemiology,1
Aortic Aneurysm,other,1
Aortic Aneurysm Management,management,1
Aortic Aneurysms,management,1
Aortic Arch,anatomy_structure,3
Aortic Diseases,diagnosis,1
Aortic Diseases,epidemiology,1
Aortic Dissection,diagnosis,1
Aortic Dissection,image_identification,1
Aortic Dissection,other,1
Aortic Imaging,image_identification,3
Aortic Regurgitation,diagnosis,1
Aortic Stenosis,mechanism,1
Aortic aneurysm,other,1
Aortic arch,anatomy_structure,3
Aortic diseases,diagnosis,3
Aortic diseases,epidemiology,1
Aortic dissection,diagnosis,1
Aortic dissection,image_identification,1
Aortic dissection,other,1
Aortic pathology,image_identification,2
Aortic regurgitation,other,1
Aortic stenosis,diagnosis,1
Aortic valve,anatomy_structure,1
Apgar Score,diagnosis,1
Apgar Scoring,diagnosis,1
Aphakia,other,1
Aphasia,diagnosis,4
Aphasia,anatomy_structure,1
Aplastic Anemia,other,1
Apocrine Gland Disorders,diagnosis,1
Apocrine gland disorders,diagnosis,1
Apolipoproteins,mechanism,1
Apolipoproteins,other,1
Apoptosis,mechanism,7
Apoptosis,other,3
Apoptosis,diagnosis,1
Appendicitis,management,3
Appendicitis,diagnosis,2
Appendicitis,other,1
Appetite,other,1
Appetite Regulation,mechanism,2
Appetite Regulation,anatomy_structure,1
Appetite Suppressants,other,1
Appetite regulation,mechanism,1
Appetite suppressants,other,1
Aqueous Humor,mechanism,1
Aqueous humor,mechanism,3
Aqueous humor,other,2
Arboviruses,epidemiology,2
Arboviruses,other,2
Ards,image_identification,1
Ards,management,1
Arginine Metabolism,other,1
Arm Muscles,anatomy_structure,1
Arneth Count,diagnosis,1
Arrhythmia,diagnosis,2
Arrhythmia,drug_of_choice,1
Arrhythmia,management,1
Arrhythmia Management,management,1
Arrhythmias,diagnosis,7
Arrhythmias,management,7
Arrhythmias,other,2
Arrhythmias,anatomy_structure,1
Arrhythmias,drug_of_choice,1
Arrhythmias,epidemiology,1
Arrhythmias,image_identification,1
Arrhythmias,investigation,1
Arrhythmias,mechanism,1
Arsenic Poisoning,diagnosis,4
Arsenic Poisoning,other,1
Arsenic poisoning,diagnosis,4
Arsenic poisoning,other,1
Arterial Anastomoses,anatomy_structure,3
Arterial Disorders,other,1
Arterial Supply Of Face,image_identification,1
Arterial Supply of Face,image_identification,1
Arterial anastomoses,anatomy_structure,3
Arterial supply,anatomy_structure,1
Arteries,anatomy_structure,20
Arteriolosclerosis,mechanism,1
Arteriosclerosis,diagnosis,2
Arteriosclerosis,mechanism,1
Arthritis Imaging,other,1
Arthrodesis,other,1
Arthropathies,diagnosis,1
Arthroplasty,management,1
Arthroplasty,other,1
Arthropod Transmission,mechanism,1
Arthroscopy,anatomy_structure,8
Articulations,image_identification,1
Ascites,diagnosis,2
Ascites Complications,diagnosis,1
Ascites complications,diagnosis,1
Aseptic meningitis,diagnosis,1
Aseptic meningitis,mechanism,1
Asha,management,1
Asherman syndrome,diagnosis,1
Aspergillosis,diagnosis,1
Aspergillus,diagnosis,1
Asphyxia,diagnosis,4
Asphyxia,other,3
Asphyxia,image_identification,1
Asphyxial Deaths,other,8
Asphyxial Deaths,diagnosis,3
Asphyxial Deaths,image_identification,2
Asphyxial Deaths,epidemiology,1
Asphyxial Deaths,mechanism,1
Asphyxial Injuries,diagnosis,1
Asphyxial deaths,other,4
Asphyxial deaths,mechanism,2
Asphyxial deaths,diagnosis,1
Asphyxial deaths,epidemiology,1
Asphyxial deaths,image_identification,1
Aspiration,anatomy_structure,1
Aspiration Pneumonia,other,2
Aspiration Prophylaxis,management,1
Aspiration Prophylaxis,mechanism,1
Aspiration pneumonia,other,1
Aspiration prophylaxis,management,1
Aspirin-sensitive asthma,diagnosis,1
Assisted Reproduction,diagnosis,1
Assisted reproduction,diagnosis,1
Asterixis,diagnosis,1
Asthma,diagnosis,7
Asthma,management,4
Asthma,other,2
Asthma,investigation,1
Asthma,mechanism,1
Asthma Classification,diagnosis,1
Asthma Management,diagnosis,1
Asthma Management,management,1
Astigmatism,diagnosis,2
Astigmatism,other,2
Ataxia,diagnosis,2
Ataxia,mechanism,1
Ataxia Telangiectasia,diagnosis,1
Ataxia telangiectasia,diagnosis,1
Atelectasis,other,1
Atherosclerosis,mechanism,3
Atherosclerosis,diagnosis,1
Atherosclerosis,epidemiology,1
Atopic Dermatitis,diagnosis,4
Atopic Dermatitis,other,1
Atopic dermatitis,diagnosis,3
Atopic dermatitis,other,1
Atrial Fibrillation,management,2
Atrial Fibrillation,diagnosis,1
Atrial Flutter/Fibrillation,drug_of_choice,1
Atrial myxoma,other,1
Atrophic Rhinitis,diagnosis,1
Atrophic rhinitis,diagnosis,1
Attack rates,epidemiology,1
Attention Deficit Hyperactivity Disorder,diagnosis,1
Attention Deficit Hyperactivity Disorder,management,1
Attention Deficit Hyperactivity Disorder,other,1
Attention deficit hyperactivity disorder,diagnosis,1
Atypical Antipsychotics,other,1
Atypical antipsychotics,other,1
Atypical bacteria,other,1
Audiology,investigation,18
Audiology,diagnosis,10
Audiology,other,6
Audiology,mechanism,2
Audiology,anatomy_structure,1
Auditory Implants,anatomy_structure,2
Auditory Ossicles,anatomy_structure,1
Auditory Physiology,mechanism,2
Auditory System,anatomy_structure,1
Auditory System,mechanism,1
Auditory brainstem response,other,1
Auditory ossicles,anatomy_structure,1
Auditory pathway,mechanism,1
Auditory system,anatomy_structure,1
Auditory tube,anatomy_structure,1
Auerbach'S Plexus,anatomy_structure,1
Auerbach's plexus,anatomy_structure,1
Auricular Hematoma,mechanism,1
Auricular hematoma,mechanism,1
Auscultation areas,anatomy_structure,1
Auscultation points,anatomy_structure,1
Austrian Syndrome,diagnosis,1
Austrian syndrome,diagnosis,1
Autacoids,other,5
Autacoids,mechanism,4
Autism,other,1
Autism Spectrum Disorder,diagnosis,3
Autism Spectrum Disorder,epidemiology,1
Autism Spectrum Disorders,diagnosis,2
Autism spectrum disorder,diagnosis,4
Autism spectrum disorder,epidemiology,1
Autism spectrum disorders,diagnosis,1
Autoantibodies,diagnosis,1
Autoantibodies,investigation,1
Autoimmune Arthritis,diagnosis,1
Autoimmune Blistering Diseases,diagnosis,3
Autoimmune Blistering Diseases,other,1
Autoimmune Blistering Disorders,image_identification,1
Autoimmune Diseases,diagnosis,7
Autoimmune Diseases,investigation,3
Autoimmune Diseases,management,2
Autoimmune Diseases,other,2
Autoimmune Diseases,image_identification,1
Autoimmune Diseases,mechanism,1
Autoimmune Disorders,diagnosis,2
Autoimmune Disorders,investigation,2
Autoimmune Disorders,management,2
Autoimmune Disorders,mechanism,2
Autoimmune Disorders,other,1
Autoimmune Liver Disease,diagnosis,1
Autoimmune Liver Disease,investigation,1
Autoimmune Skin Diseases,diagnosis,1
Autoimmune Skin Diseases,other,1
Autoimmune Skin Disorders,diagnosis,2
Autoimmune Thyroid Disease,other,1
Autoimmune blistering diseases,diagnosis,2
Autoimmune blistering diseases,mechanism,1
Autoimmune blistering disorders,diagnosis,1
Autoimmune diseases,other,6
Autoimmune diseases,diagnosis,2
Autoimmune diseases,investigation,1
Autoimmune disorders,diagnosis,3
Autoimmune disorders,investigation,1
Autoimmune disorders,other,1
Autoimmune thyroid disease,other,1
Autoimmunity,diagnosis,1
Autoimmunity,investigation,1
Autonomic,mechanism,41
Autonomic,other,20
Autonomic,anatomy_structure,16
Autonomic,drug_of_choice,7
Autonomic,diagnosis,4
Autonomic,image_identification,1
Autopsy,other,6
Autopsy,investigation,1
Autopsy Findings / Physiological Changes,other,1
Autopsy Technique,anatomy_structure,1
Autopsy Techniques,other,5
Autopsy findings,other,1
Autopsy technique,anatomy_structure,1
Autopsy technique,other,1
Autopsy techniques,other,4
Autoregulation,mechanism,1
Axial skeleton,anatomy_structure,1
Axilla,anatomy_structure,4
Axillary Lymph Nodes,anatomy_structure,1
Ayushman Bharat,other,1
Azole antifungals,other,1
Azoles,other,1
B Cell Activation,mechanism,2
B Cell Localization,other,1
B cell activation,mechanism,1
B cell disorders,mechanism,1
B cell localization,other,1
B-cell neoplasms,diagnosis,1
Babesiosis,diagnosis,1
Babesiosis,epidemiology,1
Baby-Friendly Hospital Initiative,management,1
Bacillus Anthracis,image_identification,1
Bacillus anthracis,image_identification,1
Bacillus anthracis,other,1
Back,anatomy_structure,1
Backwash ileitis,diagnosis,1
Bacterial Antigens,other,1
Bacterial Cell Wall,mechanism,4
Bacterial Characteristics,mechanism,1
Bacterial Characteristics,other,1
Bacterial Classification,other,1
Bacterial Culture,investigation,1
Bacterial Culture,mechanism,1
Bacterial Culture Characteristics,other,1
Bacterial Culture Media,investigation,1
Bacterial Food Poisoning,diagnosis,1
Bacterial Meningitis,diagnosis,4
Bacterial Meningitis,drug_of_choice,1
Bacterial Morphology,other,2
Bacterial Pathogenesis,mechanism,1
Bacterial Pathogenesis,other,1
Bacterial Resistance,mechanism,1
Bacterial Resistance Mechanisms,mechanism,1
Bacterial STIs,diagnosis,1
Bacterial Stis,diagnosis,1
Bacterial Structure And Virulence,mechanism,1
Bacterial Toxins,mechanism,7
Bacterial Toxins,other,2
Bacterial Typing,other,1
Bacterial Vaginosis,diagnosis,1
Bacterial Vaginosis,investigation,1
Bacterial Virulence,mechanism,1
Bacterial Virulence Factors,mechanism,1
Bacterial classification,other,1
Bacterial culture,mechanism,1
Bacterial culture characteristics,other,1
Bacterial diseases,other,2
Bacterial meningitis,diagnosis,2
Bacterial meningitis,drug_of_choice,1
Bacterial morphology,other,4
Bacterial motility,diagnosis,1
Bacterial pathogenesis,mechanism,1
Bacterial pathogenesis,other,1
Bacterial physiology,mechanism,1
Bacterial structure and virulence,mechanism,1
Bacterial toxins,mechanism,4
Bacterial virulence,mechanism,1
Bacteriological testing,other,1
Bacteriology,other,145
Bacteriology,diagnosis,103
Bacteriology,investigation,65
Bacteriology,mechanism,51
Bacteriology,epidemiology,23
Bacteriology,image_identification,6
Bacteriology,anatomy_structure,5
Bacteriology,drug_of_choice,5
Bacteriology,management,3
Bacteriophage typing,other,1
Bag-Mask Ventilation,management,1
Bainbridge reflex,mechanism,1
Balanced Anaesthesia,other,2
Ballistic Injuries,diagnosis,1
Ballistic Injuries,image_identification,1
Ballistic injuries,diagnosis,1
Ballistic injuries,image_identification,1
Ballistics,other,8
Ballistics,investigation,4
Ballistics,mechanism,3
Ballistics,diagnosis,1
Ballistics,image_identification,1
Barbiturates,mechanism,2
Barbiturates,management,1
Barbiturates,other,1
Bariatric Surgery,management,6
Bariatric Surgery,other,1
Barium Studies,image_identification,1
Barium Swallow,image_identification,2
Barium studies,investigation,1
Barium swallow,image_identification,1
Barlow test,diagnosis,1
Baroreceptor,anatomy_structure,1
Baroreceptor Reflex,mechanism,1
Bartholin Cyst,management,1
Bartholin cyst,management,1
Bartter syndrome,mechanism,1
Basal Cell Carcinoma,epidemiology,1
Basal Ganglia,mechanism,1
Basal Ganglia Disorders,mechanism,1
Basal ganglia,anatomy_structure,1
Basic Life Support,management,3
Basic Life Support,other,3
Basic Pathology,other,1
Basic Surgical Skills,image_identification,2
Basic life support,management,1
Basic life support,other,1
Basics Of Radiology,other,1
Behavior Therapy,other,1
Behavior therapy,other,1
Behavioral Disorders,other,1
Behavioral Science,other,3
Behavioral Sciences,other,1
Behavioral Therapy,management,2
Behavioral Therapy,other,1
Behavioral therapy,other,2
Behavioural Therapy,other,1
Behavioural therapy,other,1
Behcet'S Syndrome,diagnosis,1
Behcet's Syndrome,diagnosis,1
Behçet disease,diagnosis,1
Behçet'S Disease,investigation,1
Behçet'S Syndrome,diagnosis,1
Behçet'S Syndrome,investigation,1
Behçet's disease,diagnosis,1
Behçet's disease,investigation,1
Behçet's syndrome,diagnosis,1
Behçet's syndrome,investigation,1
Bell'S Palsy,anatomy_structure,1
Bell's palsy,anatomy_structure,1
Benign Bone Lesions,image_identification,2
Benign Skin Lesions,image_identification,1
Benign Uterine Conditions,diagnosis,1
Benign Uterine Conditions,image_identification,1
Benign Uterine Disease,other,1
Benign Uterine Disorders,diagnosis,1
Benign Uterine Disorders,image_identification,1
Benign Vulvar Disorders,management,1
Benign bone lesions,image_identification,2
Benign gynecologic conditions,diagnosis,1
Benign liver lesions,image_identification,1
Benign uterine conditions,diagnosis,1
Benign uterine disorders,diagnosis,1
Benign uterine disorders,image_identification,1
Benign vulvar disorders,management,1
Benzene Exposure And Associated Health Effects,other,1
Benzodiazepine Receptor,mechanism,1
Benzodiazepine receptor,mechanism,1
Benzodiazepines,mechanism,4
Benzodiazepines,other,2
Beta Agonists,other,1
Beta Blockers,other,6
Beta Blockers,mechanism,3
Beta Blockers,drug_of_choice,2
Beta Thalassemia,other,1
Beta agonists,other,1
Beta blockers,mechanism,4
Beta blockers,other,4
Beta blockers,drug_of_choice,2
Beta hCG,investigation,2
Beta-2 Agonists,other,1
Beta-2 agonists,mechanism,1
Beta-2 agonists,other,1
Beta-Blockers,management,1
Beta-blockers,management,1
Beta-blockers,mechanism,1
Bias,other,4
Bias,epidemiology,1
Bias In Screening,epidemiology,1
Bias In Screening,other,1
Bias In Studies,epidemiology,1
Bias in Screening,epidemiology,1
Bias in Screening,other,1
Bias in Studies,epidemiology,1
Biases,epidemiology,1
Bier's block,drug_of_choice,1
Bilateral occurrence,epidemiology,1
Bile Acid Synthesis,mechanism,1
Bile Secretion,mechanism,1
Bile salt metabolism,mechanism,1
Bile secretion,mechanism,2
Biliary Atresia,epidemiology,1
Biliary Disease,diagnosis,2
Biliary Diseases,image_identification,1
Biliary Disorders,diagnosis,1
Biliary Imaging,image_identification,1
Biliary Injuries,other,1
Biliary Pathology,diagnosis,1
Biliary Stones,diagnosis,1
Biliary Stones,other,1
Biliary Surgery,management,1
Biliary Surgery,other,1
Biliary System,anatomy_structure,2
Biliary System Diseases,epidemiology,1
Biliary System Diseases,management,1
Biliary Tract,diagnosis,2
Biliary Tract,management,2
Biliary Tract,anatomy_structure,1
Biliary Tract,epidemiology,1
Biliary Tract,other,1
Biliary Tract Anomalies,anatomy_structure,1
Biliary Tract Disease,management,1
Biliary Tract Neoplasms,epidemiology,2
Biliary Tract Neoplasms,management,1
Biliary Tract Surgery,diagnosis,1
Biliary disease,diagnosis,2
Biliary imaging,image_identification,1
Biliary stones,diagnosis,1
Biliary surgery,management,2
