topic,concept,count,years
Adverse Drug Reactions,Prostaglandin systemic adverse effects,1,2012
Adverse Drug Reactions,Pulmonary fibrosis drug side effects,1,2022
Adverse Drug Reactions,Serotonin syndrome precipitating drugs,1,2010
Adverse Drug Reactions,Statin induced rhabdomyolysis,1,2013
Adverse Drug Reactions,Teratogenic drugs and effects,1,2010
Adverse Drug Reactions,Timolol apnea infant,1,2019
Adverse Drug Reactions,Type B adverse drug reaction,1,2012
Adverse Drug Reactions,Type B bizarre drug reaction,1,2012
Adverse Drug Reactions,Type E adverse drug reaction,1,2013
Adverse Drug Reactions,Type E adverse reaction,1,2013
Adverse Drug Reactions,Weight loss drug stroke association,1,2013
Adverse Effects,Anaesthetic agents side effects,1,2020
Adverse Effects,Antipsychotic prolactin elevation,1,2018
Adverse Effects,Drug related clinical issue,1,2018
Adverse Effects,Local anesthetic methemoglobinemia,1,2013
Adverse drug effects,Amiodarone adverse effects,1,2015
Adverse drug effects,Clozapine lacks extrapyramidal effects,1,2013
Adverse drug effects,Corticosteroids reduce ICP,1,2015
Adverse drug effects,Drug not causing hypomagnesemia,1,2016
Adverse drug effects,Erythromycin pyloric stenosis,1,2015
Adverse drug effects,Felbamate aplastic anemia risk,1,2013
Adverse drug effects,Long term corticosteroid complications,1,2012
Adverse drug effects,Thiazide adverse effect exception,1,2012
Adverse drug effects,Topiramate causes weight loss,1,2013
Adverse drug reactions,Amiodarone thyroid toxicity,1,2013
Adverse drug reactions,Atracurium induced histamine release,1,2025
Adverse drug reactions,Bleomycin-induced pulmonary fibrosis,1,2011
Adverse drug reactions,Cisatracurium low histamine release,1,2025
Adverse drug reactions,Cotrimoxazole nonwithdrawal status,1,2013
Adverse drug reactions,Cyproheptadine serotonin toxicity,1,2019
Adverse drug reactions,Drug induced lupus antibody,1,2013
Adverse drug reactions,Drug induced peripheral neuropathy,1,2013
Adverse drug reactions,Drug-induced aseptic meningitis,1,2014
Adverse drug reactions,Lithium hypercalcemia,1,2020
Adverse drug reactions,Methysergide banned pulmonary fibrosis,1,2014
Adverse drug reactions,Moxalactam induced bleeding,1,2012
Adverse drug reactions,Phenylpropanolamine hemorrhagic stroke,1,2013
Adverse drug reactions,Primaquine induced hemolysis,1,2013
Adverse drug reactions,Raltegravir associated hyperkalemia,1,2013
Adverse drug reactions,Rare adverse effect study,1,2015
Adverse drug reactions,Spironolactone induced gynecomastia,1,2013
Adverse drug reactions,Statin induced rhabdomyolysis,1,2013
Adverse drug reactions,Sulfonamides cause SJS,1,2013
Adverse drug reactions,Thalidomide side effects,1,2011
Adverse drug reactions,Type B bizarre drug reaction,1,2012
Adverse drug reactions,Type E adverse reaction,1,2013
Adverse drug reactions,Vancomycin red man syndrome,1,2012
Adverse drug reactions,Vincristine neurotoxicity and SIADH,1,2013
Adverse drug reactions,Vincristine peripheral neuropathy,1,2013
Adverse drug reactions,Warfarin induced skin necrosis,1,2022
Adverse drug reactions,Weight loss drug stroke association,1,2013
Adverse drug reactions,valproate serious side effect,1,2014
Adverse effects,Antipsychotic weight gain exception,1,2014
Adverse effects,Lithium does not cause hyperthyroidism,1,2015
Adverse effects,thiazide side effects,1,2015
Adverse effects,thiazide side effects except,1,2014
Afterload,Afterload reduction factors,1,2015
Age Determination,court guardianship majority age,1,2014
Age Estimation,Basiocciput basisphenoid fusion age,1,2016
Age Estimation,Ossification centers for age estimation,1,2024
Age Estimation,Permanent first molar eruption age,1,2014
Age Estimation,Radiographic age estimation,1,2024
Age Estimation,Radiographic skeletal age estimation,1,2024
Age Estimation,Skeletal age joint assessment,1,2024
Age Estimation,age estimation by X-ray,1,2024
Age Estimation,cementum incremental lines,1,2013
Age Estimation,dental attrition age changes,1,2013
Age Estimation,dental root resorption aging,1,2013
Age Estimation,methods of dental age estimation,1,2013
Age Estimation,periodontal recession in aging,1,2013
Age Estimation,radiographic age estimation,1,2024
Age Estimation,root transparency age estimation,1,2013
Age Estimation,secondary dentine age changes,1,2013
Age determination,court guardianship majority age,1,2014
Age estimation,Basiocciput basisphenoid fusion age,1,2016
Age estimation,Gustafson age estimation accuracy,1,2014
Age estimation,Permanent first molar eruption age,1,2014
Age estimation,age estimation by X-ray,1,2024
Age estimation,radiographic age estimation,1,2024
Aging,Aging lung physiological changes,1,2019
Aging,Lifestyle factors longevity,1,2022
Aging,Lung compliance increase with age,1,2019
Aging,Telomerase theory of aging,1,2022
Aging physiology,Parathyroid hormone rises with age,1,2013
Agoraphobia,agoraphobia definition,1,2013
Agranulocytosis,Antithyroid agranulocytosis risk,1,2016
Aids Control Programme,3 by 5 initiative,1,2014
Air Pollution,Air pollution monitoring indicators,1,2020
Air Pollution,Air pollution monitoring parameters,1,2020
Air Pollution,Indoor air pollution sources,1,2011
Air Pollution,Primary air pollutant identification,1,2016
Air Pollution,Winter temperature inversion,1,2012
Air bronchogram,Air bronchogram indicates intrapulmonary lesion,1,2013
Air pollution,Air pollution respiratory disease,1,2012
Air pollution,Primary air pollutant identification,1,2016
Airway Assessment,Difficult airway predictors,1,2012
Airway Assessment,Mallampati grading difficult intubation,1,2016
Airway Assessment,Mallampati score assessment,1,2017
Airway Assessment,Mallampatti classification purpose,1,2016
Airway Assessment,Modified Mallampati grading intubation difficulty,1,2018
Airway Devices,Bag-valve-mask pop-off valve,1,2019
Airway Devices,Definitive airway identification,1,2011
Airway Devices,Murphy's eye device,1,2017
Airway Devices,Murphy's eye identification,1,2018
Airway Devices,Oxygen delivery devices,1,2022
Airway Emergencies,Foreign body airway obstruction management,1,2024
Airway Equipment,Murphy's eye endotracheal tube,1,2016
Airway Management,Adult acute airway obstruction,1,2018
Airway Management,Airway device recognition,1,2020
Airway Management,Bag-valve-mask pop-off valve,1,2019
Airway Management,Basic airway opening techniques,1,2021
Airway Management,CIN III next best step,1,2015
Airway Management,Child airway obstruction management,1,2011
Airway Management,Choking immediate management,1,2018
Airway Management,Cormack Lehane laryngoscopy grade,1,2019
Airway Management,Cormack and Lehane grading,1,2024
Airway Management,Cormack-Lehane Grade I glottis view,1,2019
Airway Management,Cormack-Lehane Grade II glottis view,1,2019
Airway Management,Cormack-Lehane glottis view grading,1,2019
Airway Management,Definitive airway identification,1,2011
Airway Management,Difficult airway device placement,1,2024
Airway Management,Difficult airway intubation,1,2014
Airway Management,Difficult airway predictors,1,2012
Airway Management,Difficult mask fit,1,2014
Airway Management,Difficult tracheostomy,1,2022
Airway Management,ETCO2 confirmation,1,2014
Airway Management,Emergency surgical airway,1,2014
Airway Management,End-tidal carbon dioxide confirmation,1,2012
Airway Management,Endobronchial intubation diagnosis,1,2010
Airway Management,Endotracheal tube connector feature,1,2019
Airway Management,Endotracheal tube depth markings,1,2019
Airway Management,Endotracheal tube position confirmation,1,2021
Airway Management,Heimlich maneuver indication,1,2022
Airway Management,Hemodynamically stable child management,1,2022
Airway Management,IUFD management,1,2014
Airway Management,IV fluids crossmatch,1,2016
Airway Management,LMA advantages exception,1,2015
Airway Management,LMA benefits in eye surgery,1,2014
Airway Management,LMA conduit for bronchoscopy,1,2014
Airway Management,LMA contraindications,1,2015
Airway Management,LMA contraindications in raised IOT,1,2014
Airway Management,LMA for difficult airway,1,2014
Airway Management,LMA for short surgeries,1,2014
Airway Management,LMA improves surgical field access,1,2014
Airway Management,LMA large oral tumor contraindication,1,2014
Airway Management,LMA size for pediatric patient,1,2016
Airway Management,Laser surgery airway fire management,1,2011
Airway Management,Mallampati score difficult intubation,1,2018
Airway Management,Management of intracranial hemorrhage,1,2018
Airway Management,Menorrhagia fibroid treatment options,1,2019
Airway Management,Mini-tracheostomy approach,1,2014
Airway Management,Modified Mallampati for difficult intubation,1,2018
Airway Management,Murphy's eye device,1,2017
Airway Management,Murphy's eye endotracheal tube,1,2016
Airway Management,Murphy's eye identification,1,2018
Airway Management,Murphy's eye in ETT,1,2018
Airway Management,Murphy's eye in endotracheal tube,1,2018
Airway Management,Nasogastric tube indications,1,2019
Airway Management,Nasopharyngeal carcinoma characteristics,1,2010
Airway Management,Oropharyngeal airway description,1,2019
Airway Management,Oxygen delivery devices,1,2022
Airway Management,Paediatric airway device selection,1,2019
Airway Management,Pediatric uncuffed ET tube rationale,1,2019
Airway Management,Pediatric uncuffed ET tube use,1,2019
Airway Management,Severe preeclampsia definitive treatment,1,2014
Airway Management,Supreme LMA device features,1,2013
Airway Management,Tracheostomy indications,1,2018
Airway Management,Tracheostomy indications airway obstruction,1,2017
Airway Management,Tracheostomy tube insertion,1,2019
Airway Management,Unconscious patient with pulse,1,2024
Airway Management,Uncuffed ET tube features,1,2019
Airway Management,adenomyosis definitive treatment,1,2016
Airway Management,avoid bag-mask ventilation before intubation,1,2013
Airway Management,bag-mask ventilation contraindications,1,2016
Airway Management,cervical spine immobilization,1,2012
Airway Management,difficult airway instrument insertion,1,2024
Airway Management,etomidate for emergency intubation,1,2013
Airway Management,next step after failed intubation,1,2014
Airway Management,non-operative management of splenic trauma,1,2014
Airway Management,tracheostomy indications,1,2016
Airway Obstruction,Adult acute airway obstruction,1,2018
Airway Obstruction,Inspiratory stridor lesion site,1,2019
Airway Obstruction,Tracheostomy indication exception,1,2015
Airway assessment,Difficult airway predictors,1,2012
Airway assessment,Mallampati score assessment,1,2017
Airway assessment,Mallampatti classification purpose,1,2016
Airway assessment,Modified Mallampati grading intubation difficulty,1,2018
Airway devices,Murphy's eye device,1,2017
Airway emergencies,Mini-tracheostomy approach,1,2014
Airway foreign bodies,Right lower lobe foreign body aspiration,1,2012
Airway foreign bodies,Supine aspiration into right upper lobe,1,2012
Airway obstruction,Tracheostomy indication exception,1,2015
Airway surgery,Lateralization laryngoplasty,1,2013
Albendazole,Albendazole dosing schedule,1,2024
Alcock's Canal,Alcock's canal contents,1,2016
Alcohol,Alcohol absorption with carbonation,1,2015
Alcohol,Alcohol impairment assessment,1,2018
Alcohol,Alcohol intake larger amount,1,2016
Alcohol Dependence Treatment,Drugs for alcohol dependence,1,2011
Alcohol Effects,Alcoholic cardiomyopathy type,1,2019
Alcohol Intoxication,Blood alcohol intoxication threshold,1,2014
Alcohol Intoxication,thiamine before glucose,1,2024
Alcohol Poisoning,Methanol toxic metabolites,1,2024
Alcohol Use Disorder,Alcohol dependence criteria,3,2016
Alcohol Use Disorder,Acamprosate alcohol abstinence,1,2016
Alcohol Use Disorder,Alcohol withdrawal diagnosis,1,2013
Alcohol Use Disorder,Irresistible urge to drink alcohol,1,2016
Alcohol Use Disorder,Thiamine for alcohol hangover,1,2012
Alcohol Withdrawal,Alcohol withdrawal diagnosis,1,2013
Alcohol Withdrawal,Alcohol withdrawal key symptom,1,2014
Alcohol Withdrawal,Alcohol withdrawal symptoms,1,2017
Alcohol Withdrawal,Delirium tremens clinical diagnosis,1,2018
Alcohol Withdrawal Syndrome,Delirium tremens clinical presentation,1,2011
Alcohol and industrial poisons,Fomepizole for ethylene glycol,1,2012
Alcohol dependence,Alcohol dependence criteria,1,2014
Alcohol interaction,Metronidazole- alcohol interaction,1,2021
Alcohol intoxication,Blood alcohol intoxication threshold,1,2014
Alcohol intoxication,thiamine before glucose,1,2024
Alcohol metabolism,Alcohol increases hepatic VLDL,1,2013
Alcohol use disorder,Thiamine for alcohol hangover,1,2012
Alcohol-Related Disorders,Thiamine before dextrose in alcoholics,1,2020
Alcohol-related emergencies,Thiamine before dextrose,1,2019
Alcoholic Cardiomyopathy,Dilated cardiomyopathy due to alcohol,1,2019
Alcoholic Liver Disease,Alcoholic liver disease features,1,2012
Alcoholic Liver Disease,Alcoholic liver disease pathology,1,2012
Alcoholic Liver Disease,alcoholic liver disease risk threshold,1,2016
Alcoholic liver disease,Zieve syndrome features,1,2015
Alcoholic liver disease,alcoholic liver disease risk threshold,1,2016
Alcoholism,Alcoholic oral ulcers diagnosis,1,2022
Alcoholism,Wernicke encephalopathy alcoholic patient,1,2018
Alcohols and Glycols,Formic acid methanol metabolite,1,2024
Aldose Reductase Inhibitors,aldose reductase inhibitor cataract,1,2014
Aldosterone Regulation,Aldosterone synthesis stimulation,2,"2017,2018"
Alkaloids,Strychnine and brucine,1,2016
Alkaptonuria,Alkaptonuria enzyme defect,1,2021
Alkylating agents,Renal excretion of cyclophosphamide,1,2013
Allergic Bronchopulmonary Aspergillosis,ABPA clinical features,2,"2017,2018"
Allergic Eye Disease,VKC clinical features,1,2012
Allergic Eye Disease,VKC-associated keratoconus,1,2012
Allergic Eye Disease,Vernal conjunctivitis clinical features,1,2012
Allergic Eye Disease,Vernal keratoconjunctivitis therapy,1,2012
Allergic Lung Diseases,ABPA diagnostic criteria,1,2016
Allergic airway disease,Aspirin asthma triad,1,2013
Allergy,Atopic dermatitis diagnosis child,1,2016
Allergy,Samter triad drug avoidance,1,2022
Allied Health Disciplines,You are working in a primary health center (PHC) situated in a high seismic zone. Which of the,1,2022
Alopecia,Alopecia areata patches,1,2019
Alopecia,Patchy hair loss velvety skin,1,2014
Alopecia,SLE causing both alopecia types,1,2014
Alopecia Areata,Alopecia areata autoimmune,1,2014
Alopecia Areata,alopecia areata identification,1,2019
Alopecia areata,Alopecia areata autoimmune,1,2014
Alopecia areata,alopecia areata identification,1,2019
Alpha Blockers,cheese reaction phentolamine,1,2014
Alpha agonist,Alpha-2 agonist apraclonidine,1,2019
Alpha blockers,cheese reaction phentolamine,1,2014
Alpha-1 antitrypsin deficiency,Alpha-1 antitrypsin deficiency emphysema,1,2019
Alpha-2 Agonists,Dexmedetomidine analgesic receptor,1,2015
Alpha-2 agonists,Dexmedetomidine analgesic receptor,1,2015
Alpha-Fetoprotein,AFP elevated in specific tumors,1,2010
Alpha-Glucosidase Inhibitors,Voglibose alpha-glucosidase inhibition,1,2016
Alpha-fetoprotein,AFP elevated in specific tumors,1,2010
Alpha-glucosidase inhibitors,Voglibose alpha-glucosidase inhibition,1,2016
Altered consciousness,Prevent Wernicke encephalopathy,1,2021
Alternative Medicine,Chinese medicine yin yang,1,2013
Alternative medicine,Chinese medicine yin yang,1,2013
Alveolar Gas Equation,Carbon dioxide partial pressures in alveoli,1,2015
Alveolar Gas Equation,Oxygen partial pressures in respiratory system,1,2015
Alzheimer disease,Alzheimer disease pathology facts,1,2016
Alzheimer disease,Alzheimer medial temporal lobe,1,2016
Alzheimer'S Disease,Alzheimer's cognitive deficits,1,2015
Alzheimer'S Disease,Alzheimer's disease curability,1,2017
Alzheimer'S Disease,Alzheimer's disease facts,1,2018
Alzheimer'S Disease,Alzheimer's disease false statement,1,2016
Alzheimer'S Disease Drugs,Rivastigmine drug interactions,1,2010
Alzheimer's Disease,Alzheimer's disease curability,1,2017
Alzheimer's Disease,Alzheimer's disease facts,1,2018
Alzheimer's Disease,Alzheimer's disease false statement,1,2016
Alzheimer's disease,Alzheimer's cognitive deficits,1,2015
Alzheimer's disease,Alzheimer's disease tau protein,1,2024
Alzheimer's disease drugs,Rivastigmine drug interactions,1,2010
Ambivalence,Ambivalence definition,1,2013
Amblyopia,Strabismic amblyopia common,1,2015
Amblyopia,partial unilateral cataract non-surgical management,1,2016
Amblyopia,pediatric cataract observation timing,1,2016
Amblyopia,unilateral dense cataract urgent surgery,1,2016
Amblyopia prevention,dense cataract surgery by 6 weeks prevents amblyopia,1,2016
Ambulatory Anesthesia,propofol for day care,1,2014
Ambulatory anesthesia,propofol for day care,1,2014
Amenorrhea,Asherman syndrome,1,2016
Amenorrhea,Early pregnancy assessment,1,2018
Amenorrhea,Gonadal dysgenesis exception,1,2012
Amenorrhea,Hyperprolactinoma GnRH inhibition,1,2014
Amenorrhea,Intrauterine synechiae after curettage,1,2012
